YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.9,,,0.8,14.3,17.5,"4,750",Overall,All Races,Age 20 and Older,> 12th Grade,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.3,,,0.8,13.8,16.8,"4,516",Overall,All Races,Age 25 and Older,> 12th Grade,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Asian/Pacific Islander,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,African American,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.2,,,0.7,19.8,22.6,"7,655",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,56.4,,,1.6,53.2,59.6,"1,825",Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,54.3,,,1.2,51.9,56.7,"3,470",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,51.4,,,1.9,47.7,55.1,"1,645",Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,42.4,,,3.4,35.7,49.1,486,Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,43.7,,,2.3,39.2,48.2,"1,002",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2013,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,44.7,,,3.1,38.7,50.7,516,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,29.8,,,2.9,24.2,35.4,664,Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.2,,,1.8,22.7,29.7,"1,336",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,23.2,,,2.3,18.7,27.7,672,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,76.8,,,2.3,72.3,81.3,672,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,73.8,,,1.8,70.3,77.3,"1,336",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,70.2,,,2.9,64.6,75.8,664,Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,60.0,,,1.1,57.8,62.2,"4,226",Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53.7,,,0.8,52.1,55.3,"7,655",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,47.4,,,1.2,45.1,49.7,"3,429",Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.7,,,1.1,27.6,31.8,"3,429",Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,25.1,,,0.7,23.8,26.4,"7,655",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,20.6,,,0.9,18.9,22.3,"4,226",Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.9,,,1.1,20.8,25.0,"3,429",Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.2,,,0.7,19.8,22.6,"7,655",Overall,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2013,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,19.4,,,1.0,17.4,21.4,"4,226",Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.6,,,0.8,21.1,24.1,"6,865",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,48.3,,,9.4,29.9,66.7,77,Overall,American Indian/Alaska Native,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.6,,,0.9,22.8,26.4,"4,795",Overall,All Races,45 to 64 Years,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.7,,,0.7,8.4,11.0,"3,602",Overall,All Races,65 Years and Older,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,41.2,,,2.6,36.1,46.3,829,Overall,All Races,Age 25 and Older,< 12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,41.2,,,2.6,36.2,46.2,850,Overall,All Races,Age 20 and Older,< 12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,30.1,,,1.3,27.6,32.6,"2,492",Overall,All Races,25 to 44 Years,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,28.4,,,1.5,25.4,31.4,"1,675",Female,All Races,18 to 44 Years,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.7,,,1.0,24.7,28.7,"4,012",Overall,All Races,Age 20 and Older,12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.7,,,1.0,24.7,28.7,"3,884",Overall,All Races,Age 25 and Older,12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.6,,,2.0,21.6,29.6,880,Overall,African American,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.6,,,2.2,20.2,29.0,601,Overall,All Races,18 to 24 Years,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.1,,,4.5,15.3,32.9,173,Overall,Hispanic,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.1,,,0.9,22.3,25.9,"4,625",Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.4,,,0.6,22.2,24.6,"11,490",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.4,,,0.7,16.0,18.8,"6,433",Overall,All Races,Age 20 and Older,> 12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.9,,,0.7,15.5,18.3,"6,145",Overall,All Races,Age 25 and Older,> 12th Grade,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.5,,,4.5,1.7,19.3,87,Overall,Asian/Pacific Islander,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,49.8,,,1.4,47.1,52.5,"3,034",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,52.0,,,1.0,50.1,53.9,"5,507",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,53.9,,,1.4,51.1,56.7,"2,473",Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.5,,,2.3,47.9,57.1,"1,036",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.5,,,2.6,48.5,58.5,778,Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.0,,,1.7,49.6,56.4,"1,814",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,24.5,,,1.7,21.2,27.8,"1,374",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,23.7,,,1.3,21.2,26.2,"2,371",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,22.9,,,1.9,19.2,26.6,997,Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,77.1,,,1.9,73.4,80.8,997,Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,76.3,,,1.3,73.8,78.8,"2,371",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,75.5,,,1.7,72.2,78.8,"1,374",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,54.9,,,0.9,53.1,56.7,"6,865",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,51.4,,,0.7,50.0,52.8,"11,490",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,47.6,,,1.1,45.5,49.7,"4,625",Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,28.3,,,0.9,26.5,30.1,"4,625",Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,25.3,,,0.6,24.2,26.4,"11,490",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,22.5,,,0.7,21.1,23.9,"6,865",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.1,,,0.9,22.3,25.9,"4,625",Male,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,23.4,,,0.6,22.2,24.6,"11,490",Overall,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.6,,,0.8,21.1,24.1,"6,865",Female,All Races,All Ages,All Grades,"(40.06021014100048, -82.40426005599966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,37.7,,,3.2,31.5,43.9,488,Overall,American Indian/Alaska Native,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,39.7,,,2.2,35.3,44.1,878,Overall,All Races,Age 20 and Older,< 12th Grade,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,38.8,,,2.2,34.5,43.1,851,Overall,All Races,Age 25 and Older,< 12th Grade,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,28.3,,,1.3,25.8,30.8,"1,815",Overall,All Races,25 to 44 Years,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.3,,,2.6,21.2,31.4,374,Overall,All Races,18 to 24 Years,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.3,,,1.2,24.0,28.6,"2,333",Overall,All Races,Age 25 and Older,12th Grade,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.0,,,1.0,24.1,27.9,"3,038",Overall,All Races,45 to 64 Years,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.9,,,2.6,20.8,31.0,523,Overall,African American,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.8,,,1.0,23.8,27.8,"3,230",Male,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.5,,,1.5,22.5,28.5,"1,288",Female,All Races,18 to 44 Years,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.7,,,0.7,22.4,25.0,"8,133",Overall,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.3,,,0.8,20.8,23.8,"5,992",Overall,White,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.7,,,0.9,20.0,23.4,"4,903",Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.8,,,2.2,14.4,23.2,451,Overall,Hispanic,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.7,,,0.8,16.2,19.2,"4,726",Overall,All Races,Age 20 and Older,> 12th Grade,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.4,,,0.8,15.9,18.9,"4,562",Overall,All Races,Age 25 and Older,> 12th Grade,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.1,,,5.7,2.9,25.3,82,Overall,Asian/Pacific Islander,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.9,,,0.7,8.5,11.3,"2,906",Overall,All Races,65 Years and Older,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
